,Event,Duration,Start Time,End Time,Start Epoch,End Epoch
472,REM,30,04:29:30.000,04:30:00.000,1355,1356
473,REM,30,04:30:00.000,04:30:30.000,1356,1357
474,REM,30,04:30:30.000,04:31:00.000,1357,1358
475,REM,30,04:31:00.000,04:31:30.000,1358,1359
476,REM,30,04:32:00.000,04:32:30.000,1360,1361
477,REM,30,04:32:30.000,04:33:00.000,1361,1362
478,REM,30,04:33:00.000,04:33:30.000,1362,1363
479,REM,30,04:33:30.000,04:34:00.000,1363,1364
480,REM,30,04:34:00.000,04:34:30.000,1364,1365
481,REM,30,04:34:30.000,04:35:00.000,1365,1366
482,REM,30,04:35:00.000,04:35:30.000,1366,1367
483,REM,30,04:35:30.000,04:36:00.000,1367,1368
484,REM,30,04:36:00.000,04:36:30.000,1368,1369
485,REM,30,04:36:30.000,04:37:00.000,1369,1370
486,REM,30,04:37:00.000,04:37:30.000,1370,1371
487,REM,30,04:37:30.000,04:38:00.000,1371,1372
488,REM,30,04:38:00.000,04:38:30.000,1372,1373
489,REM,30,04:38:30.000,04:39:00.000,1373,1374
490,REM,30,04:39:00.000,04:39:30.000,1374,1375
491,NREM,30,04:39:30.000,04:40:00.000,1375,1376
492,NREM,30,04:40:00.000,04:40:30.000,1376,1377
493,NREM,30,04:40:30.000,04:41:00.000,1377,1378
494,NREM,30,04:41:30.000,04:42:00.000,1379,1380
495,NREM,30,04:42:00.000,04:42:30.000,1380,1381
496,NREM,30,04:42:30.000,04:43:00.000,1381,1382
497,NREM,30,04:43:00.000,04:43:30.000,1382,1383
498,NREM,30,04:43:30.000,04:44:00.000,1383,1384
499,NREM,30,04:44:00.000,04:44:30.000,1384,1385
500,NREM,30,04:44:30.000,04:45:00.000,1385,1386
501,NREM,30,04:45:00.000,04:45:30.000,1386,1387
502,NREM,30,04:45:30.000,04:46:00.000,1387,1388
503,NREM,30,04:46:00.000,04:46:30.000,1388,1389
504,NREM,30,04:46:30.000,04:47:00.000,1389,1390
505,NREM,30,04:47:00.000,04:47:30.000,1390,1391
506,NREM,30,04:47:30.000,04:48:00.000,1391,1392
507,NREM,30,04:48:00.000,04:48:30.000,1392,1393
508,NREM,30,04:48:30.000,04:49:00.000,1393,1394
509,NREM,30,04:49:00.000,04:49:30.000,1394,1395
510,NREM,30,04:49:30.000,04:50:00.000,1395,1396
511,NREM,30,04:50:00.000,04:50:30.000,1396,1397
512,NREM,30,04:50:30.000,04:51:00.000,1397,1398
513,NREM,30,04:51:00.000,04:51:30.000,1398,1399
514,NREM,30,04:51:30.000,04:52:00.000,1399,1400
515,NREM,30,04:52:00.000,04:52:30.000,1400,1401
516,NREM,30,04:52:30.000,04:53:00.000,1401,1402
517,REM,30,04:53:00.000,04:53:30.000,1402,1403
518,NREM,30,04:54:00.000,04:54:30.000,1404,1405
519,NREM,30,04:54:30.000,04:55:00.000,1405,1406
520,NREM,30,04:55:00.000,04:55:30.000,1406,1407
521,NREM,30,04:55:30.000,04:56:00.000,1407,1408
522,NREM,30,04:56:00.000,04:56:30.000,1408,1409
523,NREM,30,04:56:30.000,04:57:00.000,1409,1410
524,NREM,30,04:57:00.000,04:57:30.000,1410,1411
525,NREM,30,04:57:30.000,04:58:00.000,1411,1412
526,NREM,30,04:58:00.000,04:58:30.000,1412,1413
527,NREM,30,04:58:30.000,04:59:00.000,1413,1414
528,NREM,30,04:59:00.000,04:59:30.000,1414,1415
529,NREM,30,04:59:30.000,05:00:00.000,1415,1416
530,NREM,30,05:00:00.000,05:00:30.000,1416,1417
531,NREM,30,05:00:30.000,05:01:00.000,1417,1418
532,NREM,30,05:01:00.000,05:01:30.000,1418,1419
533,NREM,30,05:01:30.000,05:02:00.000,1419,1420
534,NREM,30,05:02:00.000,05:02:30.000,1420,1421
535,NREM,30,05:02:30.000,05:03:00.000,1421,1422
536,NREM,30,05:03:00.000,05:03:30.000,1422,1423
537,NREM,30,05:03:30.000,05:04:00.000,1423,1424
538,NREM,30,05:04:00.000,05:04:30.000,1424,1425
539,NREM,30,05:04:30.000,05:05:00.000,1425,1426
540,NREM,30,05:05:00.000,05:05:30.000,1426,1427
541,NREM,30,05:05:30.000,05:06:00.000,1427,1428
542,NREM,30,05:06:00.000,05:06:30.000,1428,1429
543,NREM,30,05:06:30.000,05:07:00.000,1429,1430
544,NREM,30,05:07:00.000,05:07:30.000,1430,1431
545,NREM,30,05:07:30.000,05:08:00.000,1431,1432
546,NREM,30,05:08:00.000,05:08:30.000,1432,1433
547,NREM,30,05:08:30.000,05:09:00.000,1433,1434
548,NREM,30,05:09:00.000,05:09:30.000,1434,1435
549,NREM,30,05:09:30.000,05:10:00.000,1435,1436
550,NREM,30,05:10:00.000,05:10:30.000,1436,1437
551,NREM,30,05:10:30.000,05:11:00.000,1437,1438
552,NREM,30,05:11:00.000,05:11:30.000,1438,1439
553,NREM,30,05:11:30.000,05:12:00.000,1439,1440
554,NREM,30,05:12:00.000,05:12:30.000,1440,1441
555,NREM,30,05:12:30.000,05:13:00.000,1441,1442
556,NREM,30,05:13:00.000,05:13:30.000,1442,1443
557,NREM,30,05:13:30.000,05:14:00.000,1443,1444
558,NREM,30,05:14:00.000,05:14:30.000,1444,1445
559,NREM,30,05:14:30.000,05:15:00.000,1445,1446
560,NREM,30,05:15:00.000,05:15:30.000,1446,1447
561,NREM,30,05:15:30.000,05:16:00.000,1447,1448
562,NREM,30,05:16:00.000,05:16:30.000,1448,1449
563,NREM,30,05:16:30.000,05:17:00.000,1449,1450
564,NREM,30,05:17:00.000,05:17:30.000,1450,1451
565,NREM,30,05:17:30.000,05:18:00.000,1451,1452
566,NREM,30,05:18:00.000,05:18:30.000,1452,1453
567,NREM,30,05:18:30.000,05:19:00.000,1453,1454
568,NREM,30,05:19:00.000,05:19:30.000,1454,1455
569,NREM,30,05:19:30.000,05:20:00.000,1455,1456
570,NREM,30,05:20:00.000,05:20:30.000,1456,1457
571,NREM,30,05:20:30.000,05:21:00.000,1457,1458
572,NREM,30,05:21:00.000,05:21:30.000,1458,1459
573,NREM,30,05:21:30.000,05:22:00.000,1459,1460
574,NREM,30,05:22:00.000,05:22:30.000,1460,1461
575,NREM,30,05:22:30.000,05:23:00.000,1461,1462
576,NREM,30,05:23:00.000,05:23:30.000,1462,1463
577,NREM,30,05:23:30.000,05:24:00.000,1463,1464
578,NREM,30,05:24:00.000,05:24:30.000,1464,1465
579,NREM,30,05:24:30.000,05:25:00.000,1465,1466
580,NREM,30,05:25:00.000,05:25:30.000,1466,1467
581,NREM,30,05:25:30.000,05:26:00.000,1467,1468
582,NREM,30,05:26:00.000,05:26:30.000,1468,1469
583,NREM,30,05:26:30.000,05:27:00.000,1469,1470
584,NREM,30,05:27:00.000,05:27:30.000,1470,1471
585,NREM,30,05:27:30.000,05:28:00.000,1471,1472
586,NREM,30,05:28:00.000,05:28:30.000,1472,1473
587,NREM,30,05:28:30.000,05:29:00.000,1473,1474
588,NREM,30,05:29:00.000,05:29:30.000,1474,1475
589,NREM,30,05:29:30.000,05:30:00.000,1475,1476
590,NREM,30,05:30:00.000,05:30:30.000,1476,1477
591,NREM,30,05:30:30.000,05:31:00.000,1477,1478
592,NREM,30,05:31:00.000,05:31:30.000,1478,1479
593,NREM,30,05:31:30.000,05:32:00.000,1479,1480
594,NREM,30,05:34:00.000,05:34:30.000,1484,1485
595,NREM,30,05:34:30.000,05:35:00.000,1485,1486
596,NREM,30,05:35:00.000,05:35:30.000,1486,1487
597,NREM,30,05:35:30.000,05:36:00.000,1487,1488
598,NREM,30,05:36:00.000,05:36:30.000,1488,1489
599,NREM,30,05:36:30.000,05:37:00.000,1489,1490
600,NREM,30,05:37:00.000,05:37:30.000,1490,1491
601,NREM,30,05:37:30.000,05:38:00.000,1491,1492
602,NREM,30,05:38:00.000,05:38:30.000,1492,1493
603,NREM,30,05:38:30.000,05:39:00.000,1493,1494
604,NREM,30,05:39:00.000,05:39:30.000,1494,1495
605,NREM,30,05:39:30.000,05:40:00.000,1495,1496
606,NREM,30,05:40:00.000,05:40:30.000,1496,1497
607,NREM,30,05:40:30.000,05:41:00.000,1497,1498
608,NREM,30,05:41:00.000,05:41:30.000,1498,1499
609,NREM,30,05:41:30.000,05:42:00.000,1499,1500
610,NREM,30,05:42:00.000,05:42:30.000,1500,1501
611,NREM,30,05:42:30.000,05:43:00.000,1501,1502
612,NREM,30,05:43:00.000,05:43:30.000,1502,1503
613,NREM,30,05:43:30.000,05:44:00.000,1503,1504
614,NREM,30,05:44:00.000,05:44:30.000,1504,1505
615,NREM,30,05:44:30.000,05:45:00.000,1505,1506
616,NREM,30,05:45:00.000,05:45:30.000,1506,1507
617,NREM,30,05:45:30.000,05:46:00.000,1507,1508
618,NREM,30,05:46:00.000,05:46:30.000,1508,1509
619,NREM,30,05:46:30.000,05:47:00.000,1509,1510
620,NREM,30,05:47:00.000,05:47:30.000,1510,1511
621,NREM,30,05:47:30.000,05:48:00.000,1511,1512
622,NREM,30,05:48:00.000,05:48:30.000,1512,1513
623,NREM,30,05:48:30.000,05:49:00.000,1513,1514
624,NREM,30,05:49:00.000,05:49:30.000,1514,1515
625,NREM,30,05:49:30.000,05:50:00.000,1515,1516
626,NREM,30,05:50:00.000,05:50:30.000,1516,1517
627,NREM,30,05:50:30.000,05:51:00.000,1517,1518
628,NREM,30,05:51:00.000,05:51:30.000,1518,1519
629,NREM,30,05:51:30.000,05:52:00.000,1519,1520
630,NREM,30,05:52:00.000,05:52:30.000,1520,1521
631,NREM,30,05:52:30.000,05:53:00.000,1521,1522
632,NREM,30,05:53:00.000,05:53:30.000,1522,1523
633,NREM,30,05:53:30.000,05:54:00.000,1523,1524
634,REM,30,05:54:00.000,05:54:30.000,1524,1525
635,NREM,30,05:54:30.000,05:55:00.000,1525,1526
636,NREM,30,05:55:30.000,05:56:00.000,1527,1528
637,NREM,30,05:56:00.000,05:56:30.000,1528,1529
638,NREM,30,05:56:30.000,05:57:00.000,1529,1530
639,NREM,30,05:57:00.000,05:57:30.000,1530,1531
640,REM,30,05:57:30.000,05:58:00.000,1531,1532
641,REM,30,05:58:00.000,05:58:30.000,1532,1533
642,REM,30,05:58:30.000,05:59:00.000,1533,1534
643,REM,30,05:59:00.000,05:59:30.000,1534,1535
644,REM,30,05:59:30.000,06:00:00.000,1535,1536
645,REM,30,06:00:00.000,06:00:30.000,1536,1537
646,REM,30,06:00:30.000,06:01:00.000,1537,1538
647,REM,30,06:01:00.000,06:01:30.000,1538,1539
648,REM,30,06:01:30.000,06:02:00.000,1539,1540
649,REM,30,06:02:00.000,06:02:30.000,1540,1541
650,REM,30,06:02:30.000,06:03:00.000,1541,1542
651,REM,30,06:03:00.000,06:03:30.000,1542,1543
652,REM,30,06:03:30.000,06:04:00.000,1543,1544
653,REM,30,06:04:00.000,06:04:30.000,1544,1545
654,REM,30,06:04:30.000,06:05:00.000,1545,1546
655,REM,30,06:05:00.000,06:05:30.000,1546,1547
656,REM,30,06:05:30.000,06:06:00.000,1547,1548
657,REM,30,06:06:00.000,06:06:30.000,1548,1549
658,REM,30,06:06:30.000,06:07:00.000,1549,1550
659,REM,30,06:07:00.000,06:07:30.000,1550,1551
660,REM,30,06:07:30.000,06:08:00.000,1551,1552
661,REM,30,06:08:00.000,06:08:30.000,1552,1553
662,REM,30,06:08:30.000,06:09:00.000,1553,1554
663,REM,30,06:09:00.000,06:09:30.000,1554,1555
664,REM,30,06:09:30.000,06:10:00.000,1555,1556
665,REM,30,06:10:00.000,06:10:30.000,1556,1557
666,REM,30,06:10:30.000,06:11:00.000,1557,1558
667,REM,30,06:11:30.000,06:12:00.000,1559,1560
668,REM,30,06:12:00.000,06:12:30.000,1560,1561
669,REM,30,06:12:30.000,06:13:00.000,1561,1562
670,REM,30,06:13:00.000,06:13:30.000,1562,1563
671,REM,30,06:13:30.000,06:14:00.000,1563,1564
672,REM,30,06:14:00.000,06:14:30.000,1564,1565
673,REM,30,06:14:30.000,06:15:00.000,1565,1566
674,REM,30,06:15:00.000,06:15:30.000,1566,1567
675,REM,30,06:15:30.000,06:16:00.000,1567,1568
676,REM,30,06:16:00.000,06:16:30.000,1568,1569
677,REM,30,06:16:30.000,06:17:00.000,1569,1570
678,REM,30,06:17:30.000,06:18:00.000,1571,1572
679,REM,30,06:18:00.000,06:18:30.000,1572,1573
680,REM,30,06:18:30.000,06:19:00.000,1573,1574
681,REM,30,06:19:00.000,06:19:30.000,1574,1575
682,REM,30,06:19:30.000,06:20:00.000,1575,1576
683,REM,30,06:20:00.000,06:20:30.000,1576,1577
684,REM,30,06:20:30.000,06:21:00.000,1577,1578
685,REM,30,06:21:00.000,06:21:30.000,1578,1579
686,REM,30,06:21:30.000,06:22:00.000,1579,1580
687,REM,30,06:22:00.000,06:22:30.000,1580,1581
688,REM,30,06:22:30.000,06:23:00.000,1581,1582
689,REM,30,06:23:00.000,06:23:30.000,1582,1583
690,REM,30,06:23:30.000,06:24:00.000,1583,1584
691,REM,30,06:24:00.000,06:24:30.000,1584,1585
692,REM,30,06:24:30.000,06:25:00.000,1585,1586
693,REM,30,06:25:00.000,06:25:30.000,1586,1587
694,REM,30,06:25:30.000,06:26:00.000,1587,1588
695,REM,30,06:26:00.000,06:26:30.000,1588,1589
696,REM,30,06:26:30.000,06:27:00.000,1589,1590
697,REM,30,06:27:00.000,06:27:30.000,1590,1591
698,REM,30,06:27:30.000,06:28:00.000,1591,1592
699,REM,30,06:28:00.000,06:28:30.000,1592,1593
700,REM,30,06:28:30.000,06:29:00.000,1593,1594
701,REM,30,06:29:00.000,06:29:30.000,1594,1595
702,REM,30,06:29:30.000,06:30:00.000,1595,1596
703,REM,30,06:30:00.000,06:30:30.000,1596,1597
704,REM,30,06:30:30.000,06:31:00.000,1597,1598
705,NREM,30,06:31:30.000,06:32:00.000,1599,1600
706,NREM,30,06:32:00.000,06:32:30.000,1600,1601
707,REM,30,06:32:30.000,06:33:00.000,1601,1602
708,REM,30,06:33:00.000,06:33:30.000,1602,1603
709,REM,30,06:33:30.000,06:34:00.000,1603,1604
710,REM,30,06:34:00.000,06:34:30.000,1604,1605
711,REM,30,06:34:30.000,06:35:00.000,1605,1606
712,NREM,30,06:35:00.000,06:35:30.000,1606,1607
713,NREM,30,06:35:30.000,06:36:00.000,1607,1608
714,NREM,30,06:36:00.000,06:36:30.000,1608,1609
715,NREM,30,06:36:30.000,06:37:00.000,1609,1610
716,NREM,30,06:37:00.000,06:37:30.000,1610,1611
717,NREM,30,06:37:30.000,06:38:00.000,1611,1612
718,NREM,30,06:38:00.000,06:38:30.000,1612,1613
719,NREM,30,06:38:30.000,06:39:00.000,1613,1614
720,NREM,30,06:39:00.000,06:39:30.000,1614,1615
721,NREM,30,06:39:30.000,06:40:00.000,1615,1616
722,NREM,30,06:40:00.000,06:40:30.000,1616,1617
723,NREM,30,06:40:30.000,06:41:00.000,1617,1618
724,NREM,30,06:41:00.000,06:41:30.000,1618,1619
725,NREM,30,06:41:30.000,06:42:00.000,1619,1620
726,NREM,30,06:42:00.000,06:42:30.000,1620,1621
727,REM,30,06:42:30.000,06:43:00.000,1621,1622
728,NREM,30,06:43:30.000,06:44:00.000,1623,1624
729,NREM,30,06:44:00.000,06:44:30.000,1624,1625
730,NREM,30,06:44:30.000,06:45:00.000,1625,1626
731,NREM,30,06:45:00.000,06:45:30.000,1626,1627
732,NREM,30,06:45:30.000,06:46:00.000,1627,1628
733,NREM,30,06:46:00.000,06:46:30.000,1628,1629
734,NREM,30,06:46:30.000,06:47:00.000,1629,1630
735,REM,30,06:47:00.000,06:47:30.000,1630,1631
736,REM,30,06:47:30.000,06:48:00.000,1631,1632
737,REM,30,06:48:00.000,06:48:30.000,1632,1633
738,REM,30,06:48:30.000,06:49:00.000,1633,1634
739,REM,30,06:49:30.000,06:50:00.000,1635,1636
740,REM,30,06:50:00.000,06:50:30.000,1636,1637
741,REM,30,06:50:30.000,06:51:00.000,1637,1638
742,REM,30,06:51:00.000,06:51:30.000,1638,1639
743,REM,30,06:51:30.000,06:52:00.000,1639,1640
744,REM,30,06:52:00.000,06:52:30.000,1640,1641
745,REM,30,06:52:30.000,06:53:00.000,1641,1642
746,NREM,30,06:53:00.000,06:53:30.000,1642,1643
747,NREM,30,06:53:30.000,06:54:00.000,1643,1644
748,NREM,30,06:54:00.000,06:54:30.000,1644,1645
749,NREM,30,06:54:30.000,06:55:00.000,1645,1646
750,NREM,30,06:55:00.000,06:55:30.000,1646,1647
751,NREM,30,06:55:30.000,06:56:00.000,1647,1648
752,NREM,30,06:56:00.000,06:56:30.000,1648,1649
753,NREM,30,06:56:30.000,06:57:00.000,1649,1650
754,NREM,30,06:57:00.000,06:57:30.000,1650,1651
755,NREM,30,06:57:30.000,06:58:00.000,1651,1652
756,NREM,30,06:58:00.000,06:58:30.000,1652,1653
757,NREM,30,06:58:30.000,06:59:00.000,1653,1654
758,NREM,30,06:59:00.000,06:59:30.000,1654,1655
759,NREM,30,06:59:30.000,07:00:00.000,1655,1656
760,NREM,30,07:00:00.000,07:00:30.000,1656,1657
761,NREM,30,07:00:30.000,07:01:00.000,1657,1658
762,NREM,30,07:01:00.000,07:01:30.000,1658,1659
763,NREM,30,07:01:30.000,07:02:00.000,1659,1660
764,NREM,30,07:02:00.000,07:02:30.000,1660,1661
765,NREM,30,07:02:30.000,07:03:00.000,1661,1662
766,NREM,30,07:03:00.000,07:03:30.000,1662,1663
767,NREM,30,07:03:30.000,07:04:00.000,1663,1664
768,NREM,30,07:04:00.000,07:04:30.000,1664,1665
769,NREM,30,07:04:30.000,07:05:00.000,1665,1666
770,NREM,30,07:05:00.000,07:05:30.000,1666,1667
771,NREM,30,07:05:30.000,07:06:00.000,1667,1668
772,NREM,30,07:06:00.000,07:06:30.000,1668,1669
773,NREM,30,07:06:30.000,07:07:00.000,1669,1670
774,NREM,30,07:07:00.000,07:07:30.000,1670,1671
775,NREM,30,07:07:30.000,07:08:00.000,1671,1672
776,NREM,30,07:08:00.000,07:08:30.000,1672,1673
777,NREM,30,07:08:30.000,07:09:00.000,1673,1674
778,NREM,30,07:09:00.000,07:09:30.000,1674,1675
779,NREM,30,07:09:30.000,07:10:00.000,1675,1676
780,NREM,30,07:10:00.000,07:10:30.000,1676,1677
781,NREM,30,07:10:30.000,07:11:00.000,1677,1678
782,NREM,30,07:11:00.000,07:11:30.000,1678,1679
783,NREM,30,07:11:30.000,07:12:00.000,1679,1680
784,NREM,30,07:12:00.000,07:12:30.000,1680,1681
785,NREM,30,07:12:30.000,07:13:00.000,1681,1682
786,NREM,30,07:13:00.000,07:13:30.000,1682,1683
787,NREM,30,07:13:30.000,07:14:00.000,1683,1684
788,NREM,30,07:14:00.000,07:14:30.000,1684,1685
789,NREM,30,07:14:30.000,07:15:00.000,1685,1686
790,NREM,30,07:15:00.000,07:15:30.000,1686,1687
791,NREM,30,07:15:30.000,07:16:00.000,1687,1688
792,NREM,30,07:16:00.000,07:16:30.000,1688,1689
793,NREM,30,07:16:30.000,07:17:00.000,1689,1690
794,NREM,30,07:17:00.000,07:17:30.000,1690,1691
795,NREM,30,07:17:30.000,07:18:00.000,1691,1692
796,NREM,30,07:18:00.000,07:18:30.000,1692,1693
797,NREM,30,07:18:30.000,07:19:00.000,1693,1694
798,NREM,30,07:19:00.000,07:19:30.000,1694,1695
799,NREM,30,07:19:30.000,07:20:00.000,1695,1696
800,NREM,30,07:20:00.000,07:20:30.000,1696,1697
801,NREM,30,07:20:30.000,07:21:00.000,1697,1698
802,NREM,30,07:21:00.000,07:21:30.000,1698,1699
803,NREM,30,07:21:30.000,07:22:00.000,1699,1700
804,NREM,30,07:22:00.000,07:22:30.000,1700,1701
805,NREM,30,07:22:30.000,07:23:00.000,1701,1702
806,NREM,30,07:23:00.000,07:23:30.000,1702,1703
807,NREM,30,07:23:30.000,07:24:00.000,1703,1704
808,NREM,30,07:24:00.000,07:24:30.000,1704,1705
809,NREM,30,07:24:30.000,07:25:00.000,1705,1706
810,NREM,30,07:25:00.000,07:25:30.000,1706,1707
811,NREM,30,07:25:30.000,07:26:00.000,1707,1708
812,NREM,30,07:26:00.000,07:26:30.000,1708,1709
813,NREM,30,07:26:30.000,07:27:00.000,1709,1710
814,NREM,30,07:27:00.000,07:27:30.000,1710,1711
815,NREM,30,07:27:30.000,07:28:00.000,1711,1712
816,NREM,30,07:28:00.000,07:28:30.000,1712,1713
817,NREM,30,07:28:30.000,07:29:00.000,1713,1714
818,NREM,30,07:29:00.000,07:29:30.000,1714,1715
819,NREM,30,07:29:30.000,07:30:00.000,1715,1716
820,NREM,30,07:30:00.000,07:30:30.000,1716,1717
821,NREM,30,07:30:30.000,07:31:00.000,1717,1718
822,NREM,30,07:31:00.000,07:31:30.000,1718,1719
823,NREM,30,07:31:30.000,07:32:00.000,1719,1720
824,NREM,30,07:32:00.000,07:32:30.000,1720,1721
825,NREM,30,07:32:30.000,07:33:00.000,1721,1722
826,NREM,30,07:33:00.000,07:33:30.000,1722,1723
827,NREM,30,07:33:30.000,07:34:00.000,1723,1724
828,NREM,30,07:35:00.000,07:35:30.000,1726,1727
829,NREM,30,07:35:30.000,07:36:00.000,1727,1728
830,NREM,30,07:36:00.000,07:36:30.000,1728,1729
831,NREM,30,07:36:30.000,07:37:00.000,1729,1730
832,NREM,30,07:37:00.000,07:37:30.000,1730,1731
833,NREM,30,07:38:00.000,07:38:30.000,1732,1733
834,NREM,30,07:38:30.000,07:39:00.000,1733,1734
835,NREM,30,07:39:00.000,07:39:30.000,1734,1735
836,NREM,30,07:39:30.000,07:40:00.000,1735,1736
837,NREM,30,07:40:00.000,07:40:30.000,1736,1737
838,NREM,30,07:40:30.000,07:41:00.000,1737,1738
839,NREM,30,07:41:00.000,07:41:30.000,1738,1739
840,NREM,30,07:41:30.000,07:42:00.000,1739,1740
841,NREM,30,07:42:00.000,07:42:30.000,1740,1741
842,NREM,30,07:42:30.000,07:43:00.000,1741,1742
843,NREM,30,07:43:00.000,07:43:30.000,1742,1743
844,NREM,30,07:43:30.000,07:44:00.000,1743,1744
845,NREM,30,07:44:00.000,07:44:30.000,1744,1745
846,NREM,30,07:44:30.000,07:45:00.000,1745,1746
847,NREM,30,07:45:00.000,07:45:30.000,1746,1747
848,NREM,30,07:45:30.000,07:46:00.000,1747,1748
849,NREM,30,07:46:00.000,07:46:30.000,1748,1749
850,NREM,30,07:46:30.000,07:47:00.000,1749,1750
851,NREM,30,07:47:00.000,07:47:30.000,1750,1751
852,NREM,30,07:47:30.000,07:48:00.000,1751,1752
853,REM,30,07:48:00.000,07:48:30.000,1752,1753
854,REM,30,07:48:30.000,07:49:00.000,1753,1754
855,REM,30,07:49:00.000,07:49:30.000,1754,1755
856,REM,30,07:49:30.000,07:50:00.000,1755,1756
857,REM,30,07:50:00.000,07:50:30.000,1756,1757
858,REM,30,07:50:30.000,07:51:00.000,1757,1758
859,REM,30,07:51:00.000,07:51:30.000,1758,1759
860,REM,30,07:51:30.000,07:52:00.000,1759,1760
861,REM,30,07:52:00.000,07:52:30.000,1760,1761
862,REM,30,07:52:30.000,07:53:00.000,1761,1762
863,REM,30,07:53:00.000,07:53:30.000,1762,1763
864,REM,30,07:53:30.000,07:54:00.000,1763,1764
865,REM,30,07:54:00.000,07:54:30.000,1764,1765
866,REM,30,07:54:30.000,07:55:00.000,1765,1766
867,REM,30,07:55:00.000,07:55:30.000,1766,1767
868,REM,30,07:55:30.000,07:56:00.000,1767,1768
869,REM,30,07:56:00.000,07:56:30.000,1768,1769
870,REM,30,07:56:30.000,07:57:00.000,1769,1770
871,REM,30,07:57:00.000,07:57:30.000,1770,1771
872,REM,30,07:57:30.000,07:58:00.000,1771,1772
873,REM,30,07:58:00.000,07:58:30.000,1772,1773
874,REM,30,07:58:30.000,07:59:00.000,1773,1774
875,REM,30,07:59:00.000,07:59:30.000,1774,1775
876,REM,30,07:59:30.000,08:00:00.000,1775,1776
877,REM,30,08:00:00.000,08:00:30.000,1776,1777
878,REM,30,08:00:30.000,08:01:00.000,1777,1778
879,REM,30,08:01:00.000,08:01:30.000,1778,1779
880,REM,30,08:01:30.000,08:02:00.000,1779,1780
881,REM,30,08:02:00.000,08:02:30.000,1780,1781
882,REM,30,08:02:30.000,08:03:00.000,1781,1782
883,REM,30,08:03:00.000,08:03:30.000,1782,1783
884,REM,30,08:03:30.000,08:04:00.000,1783,1784
885,REM,30,08:04:00.000,08:04:30.000,1784,1785
886,REM,30,08:04:30.000,08:05:00.000,1785,1786
887,REM,30,08:05:00.000,08:05:30.000,1786,1787
888,REM,30,08:05:30.000,08:06:00.000,1787,1788
889,REM,30,08:06:00.000,08:06:30.000,1788,1789
890,REM,30,08:06:30.000,08:07:00.000,1789,1790
891,REM,30,08:07:00.000,08:07:30.000,1790,1791
892,REM,30,08:08:00.000,08:08:30.000,1792,1793
893,REM,30,08:08:30.000,08:09:00.000,1793,1794
894,REM,30,08:09:00.000,08:09:30.000,1794,1795
895,REM,30,08:09:30.000,08:10:00.000,1795,1796
896,REM,30,08:10:00.000,08:10:30.000,1796,1797
897,REM,30,08:10:30.000,08:11:00.000,1797,1798
898,REM,30,08:11:00.000,08:11:30.000,1798,1799
899,REM,30,08:11:30.000,08:12:00.000,1799,1800
900,REM,30,08:12:00.000,08:12:30.000,1800,1801
901,REM,30,08:12:30.000,08:13:00.000,1801,1802
902,REM,30,08:13:00.000,08:13:30.000,1802,1803
903,REM,30,08:13:30.000,08:14:00.000,1803,1804
904,REM,30,08:14:00.000,08:14:30.000,1804,1805
905,REM,30,08:14:30.000,08:15:00.000,1805,1806
906,REM,30,08:15:00.000,08:15:30.000,1806,1807
907,NREM,30,08:15:30.000,08:16:00.000,1807,1808
908,REM,30,08:16:00.000,08:16:30.000,1808,1809
909,REM,30,08:16:30.000,08:17:00.000,1809,1810
910,REM,30,08:17:00.000,08:17:30.000,1810,1811
911,REM,30,08:17:30.000,08:18:00.000,1811,1812
912,REM,30,08:18:00.000,08:18:30.000,1812,1813
913,REM,30,08:18:30.000,08:19:00.000,1813,1814
914,REM,30,08:19:00.000,08:19:30.000,1814,1815
915,REM,30,08:19:30.000,08:20:00.000,1815,1816
916,NREM,30,08:20:00.000,08:20:30.000,1816,1817
917,REM,30,08:20:30.000,08:21:00.000,1817,1818
918,REM,30,08:21:00.000,08:21:30.000,1818,1819
919,REM,30,08:21:30.000,08:22:00.000,1819,1820
920,REM,30,08:22:00.000,08:22:30.000,1820,1821
921,REM,30,08:22:30.000,08:23:00.000,1821,1822
922,REM,30,08:23:30.000,08:24:00.000,1823,1824
923,REM,30,08:24:00.000,08:24:30.000,1824,1825
924,REM,30,08:24:30.000,08:25:00.000,1825,1826
925,REM,30,08:25:00.000,08:25:30.000,1826,1827
926,REM,30,08:25:30.000,08:26:00.000,1827,1828
927,REM,30,08:26:00.000,08:26:30.000,1828,1829
928,REM,30,08:26:30.000,08:27:00.000,1829,1830
929,REM,30,08:27:00.000,08:27:30.000,1830,1831
930,NREM,30,08:28:00.000,08:28:30.000,1832,1833
931,NREM,30,08:28:30.000,08:29:00.000,1833,1834
932,NREM,30,08:29:00.000,08:29:30.000,1834,1835
933,NREM,30,08:29:30.000,08:30:00.000,1835,1836
934,NREM,30,08:30:00.000,08:30:30.000,1836,1837
935,NREM,30,08:30:30.000,08:31:00.000,1837,1838
936,NREM,30,08:31:30.000,08:32:00.000,1839,1840
937,NREM,30,08:32:00.000,08:32:30.000,1840,1841
938,NREM,30,08:32:30.000,08:33:00.000,1841,1842
939,NREM,30,08:33:00.000,08:33:30.000,1842,1843
940,NREM,30,08:33:30.000,08:34:00.000,1843,1844
941,NREM,30,08:34:00.000,08:34:30.000,1844,1845
942,NREM,30,08:34:30.000,08:35:00.000,1845,1846
