,Event,Duration,Start Time,End Time,Start Epoch,End Epoch,Unnamed: 6
500,REM,30.0,13:00.0,13:30.0,1322,1323,
501,REM,30.0,13:30.0,14:00.0,1323,1324,
502,REM,30.0,14:00.0,14:30.0,1324,1325,
503,REM,30.0,14:30.0,15:00.0,1325,1326,
504,REM,30.0,15:00.0,15:30.0,1326,1327,
505,REM,30.0,15:30.0,16:00.0,1327,1328,
506,REM,30.0,16:00.0,16:30.0,1328,1329,
507,REM,30.0,16:30.0,17:00.0,1329,1330,
508,REM,30.0,17:00.0,17:30.0,1330,1331,
509,REM,30.0,17:30.0,18:00.0,1331,1332,
510,REM,30.0,18:00.0,18:30.0,1332,1333,
511,REM,30.0,18:30.0,19:00.0,1333,1334,
512,REM,30.0,19:00.0,19:30.0,1334,1335,
513,REM,30.0,19:30.0,20:00.0,1335,1336,
514,REM,30.0,20:00.0,20:30.0,1336,1337,
515,REM,30.0,20:30.0,21:00.0,1337,1338,
516,REM,30.0,21:00.0,21:30.0,1338,1339,
517,REM,30.0,21:30.0,22:00.0,1339,1340,
518,REM,30.0,22:00.0,22:30.0,1340,1341,
519,REM,30.0,22:30.0,23:00.0,1341,1342,
520,REM,30.0,23:00.0,23:30.0,1342,1343,
521,REM,30.0,23:30.0,24:00.0,1343,1344,
522,REM,30.0,24:00.0,24:30.0,1344,1345,
523,REM,30.0,24:30.0,25:00.0,1345,1346,
524,REM,30.0,25:00.0,25:30.0,1346,1347,
525,REM,30.0,25:30.0,26:00.0,1347,1348,
526,REM,30.0,26:00.0,26:30.0,1348,1349,
527,REM,30.0,26:30.0,27:00.0,1349,1350,
528,REM,30.0,27:00.0,27:30.0,1350,1351,
529,REM,30.0,27:30.0,28:00.0,1351,1352,
530,REM,30.0,28:00.0,28:30.0,1352,1353,
531,REM,30.0,28:30.0,29:00.0,1353,1354,
532,REM,30.0,29:00.0,29:30.0,1354,1355,
533,REM,30.0,29:30.0,30:00.0,1355,1356,
534,REM,30.0,30:00.0,30:30.0,1356,1357,
535,REM,30.0,30:30.0,31:00.0,1357,1358,
536,REM,30.0,31:00.0,31:30.0,1358,1359,
537,Wake,30.0,31:30.0,32:00.0,1359,1360,
538,REM,30.0,32:00.0,32:30.0,1360,1361,
539,REM,30.0,32:30.0,33:00.0,1361,1362,
540,REM,30.0,33:00.0,33:30.0,1362,1363,
541,REM,30.0,33:30.0,34:00.0,1363,1364,
542,REM,30.0,34:00.0,34:30.0,1364,1365,
543,REM,30.0,34:30.0,35:00.0,1365,1366,
544,REM,30.0,35:00.0,35:30.0,1366,1367,
545,REM,30.0,35:30.0,36:00.0,1367,1368,
546,REM,30.0,36:00.0,36:30.0,1368,1369,
547,REM,30.0,36:30.0,37:00.0,1369,1370,
548,REM,30.0,37:00.0,37:30.0,1370,1371,
549,REM,30.0,37:30.0,38:00.0,1371,1372,
550,REM,30.0,38:00.0,38:30.0,1372,1373,
551,REM,30.0,38:30.0,39:00.0,1373,1374,
552,REM,30.0,39:00.0,39:30.0,1374,1375,
553,N2,30.0,39:30.0,40:00.0,1375,1376,
554,N2,30.0,40:00.0,40:30.0,1376,1377,
555,N2,30.0,40:30.0,41:00.0,1377,1378,
556,Wake,30.0,41:00.0,41:30.0,1378,1379,
557,N2,30.0,41:30.0,42:00.0,1379,1380,
558,N2,30.0,42:00.0,42:30.0,1380,1381,
559,N2,30.0,42:30.0,43:00.0,1381,1382,
560,N2,30.0,43:00.0,43:30.0,1382,1383,
561,N2,30.0,43:30.0,44:00.0,1383,1384,
562,N2,30.0,44:00.0,44:30.0,1384,1385,
563,N2,30.0,44:30.0,45:00.0,1385,1386,
564,N2,30.0,45:00.0,45:30.0,1386,1387,
565,N2,30.0,45:30.0,46:00.0,1387,1388,
566,N2,30.0,46:00.0,46:30.0,1388,1389,
567,N2,30.0,46:30.0,47:00.0,1389,1390,
568,N2,30.0,47:00.0,47:30.0,1390,1391,
569,N2,30.0,47:30.0,48:00.0,1391,1392,
570,N2,30.0,48:00.0,48:30.0,1392,1393,
571,N2,30.0,48:30.0,49:00.0,1393,1394,
572,N2,30.0,49:00.0,49:30.0,1394,1395,
573,N2,30.0,49:30.0,50:00.0,1395,1396,
574,N2,30.0,50:00.0,50:30.0,1396,1397,
575,N2,30.0,50:30.0,51:00.0,1397,1398,
576,N2,30.0,51:00.0,51:30.0,1398,1399,
577,N2,30.0,51:30.0,52:00.0,1399,1400,
578,N2,30.0,52:00.0,52:30.0,1400,1401,
579,N2,30.0,52:30.0,53:00.0,1401,1402,
580,REM,30.0,53:00.0,53:30.0,1402,1403,
581,Wake,30.0,53:30.0,54:00.0,1403,1404,
582,N1,30.0,54:00.0,54:30.0,1404,1405,
583,N2,30.0,54:30.0,55:00.0,1405,1406,
584,N2,30.0,55:00.0,55:30.0,1406,1407,
585,N2,30.0,55:30.0,56:00.0,1407,1408,
586,N2,30.0,56:00.0,56:30.0,1408,1409,
587,N2,30.0,56:30.0,57:00.0,1409,1410,
588,N2,30.0,57:00.0,57:30.0,1410,1411,
589,N2,30.0,57:30.0,58:00.0,1411,1412,
590,N2,30.0,58:00.0,58:30.0,1412,1413,
591,N2,30.0,58:30.0,59:00.0,1413,1414,
592,N2,30.0,59:00.0,59:30.0,1414,1415,
593,N2,30.0,59:30.0,00:00.0,1415,1416,
594,N2,30.0,00:00.0,00:30.0,1416,1417,
595,N2,30.0,00:30.0,01:00.0,1417,1418,
596,N2,30.0,01:00.0,01:30.0,1418,1419,
597,N2,30.0,01:30.0,02:00.0,1419,1420,
598,N2,30.0,02:00.0,02:30.0,1420,1421,
599,N2,30.0,02:30.0,03:00.0,1421,1422,
600,N2,30.0,03:00.0,03:30.0,1422,1423,
601,N2,30.0,03:30.0,04:00.0,1423,1424,
602,N2,30.0,04:00.0,04:30.0,1424,1425,
603,N2,30.0,04:30.0,05:00.0,1425,1426,
604,N2,30.0,05:00.0,05:30.0,1426,1427,
605,N2,30.0,05:30.0,06:00.0,1427,1428,
606,N2,30.0,06:00.0,06:30.0,1428,1429,
607,N2,30.0,06:30.0,07:00.0,1429,1430,
608,N2,30.0,07:00.0,07:30.0,1430,1431,
609,N3,30.0,07:30.0,08:00.0,1431,1432,
610,N3,30.0,08:00.0,08:30.0,1432,1433,
611,N2,30.0,08:30.0,09:00.0,1433,1434,
612,N2,30.0,09:00.0,09:30.0,1434,1435,
613,N2,30.0,09:30.0,10:00.0,1435,1436,
614,N2,30.0,10:00.0,10:30.0,1436,1437,
615,N2,30.0,10:30.0,11:00.0,1437,1438,
616,N2,30.0,11:00.0,11:30.0,1438,1439,
617,N3,30.0,11:30.0,12:00.0,1439,1440,
618,N2,30.0,12:00.0,12:30.0,1440,1441,
619,N2,30.0,12:30.0,13:00.0,1441,1442,
620,N3,30.0,13:00.0,13:30.0,1442,1443,
621,N2,30.0,13:30.0,14:00.0,1443,1444,
622,N3,30.0,14:00.0,14:30.0,1444,1445,
623,N3,30.0,14:30.0,15:00.0,1445,1446,
624,N3,30.0,15:00.0,15:30.0,1446,1447,
625,N3,30.0,15:30.0,16:00.0,1447,1448,
626,N3,30.0,16:00.0,16:30.0,1448,1449,
627,N3,30.0,16:30.0,17:00.0,1449,1450,
628,N3,30.0,17:00.0,17:30.0,1450,1451,
629,N3,30.0,17:30.0,18:00.0,1451,1452,
630,N3,30.0,18:00.0,18:30.0,1452,1453,
631,N3,30.0,18:30.0,19:00.0,1453,1454,
632,N3,30.0,19:00.0,19:30.0,1454,1455,
633,N3,30.0,19:30.0,20:00.0,1455,1456,
634,N3,30.0,20:00.0,20:30.0,1456,1457,
635,N3,30.0,20:30.0,21:00.0,1457,1458,
636,N3,30.0,21:00.0,21:30.0,1458,1459,
637,N3,30.0,21:30.0,22:00.0,1459,1460,
638,N3,30.0,22:00.0,22:30.0,1460,1461,
639,N3,30.0,22:30.0,23:00.0,1461,1462,
640,N3,30.0,23:00.0,23:30.0,1462,1463,
641,N3,30.0,23:30.0,24:00.0,1463,1464,
642,N3,30.0,24:00.0,24:30.0,1464,1465,
643,N3,30.0,24:30.0,25:00.0,1465,1466,
644,N3,30.0,25:00.0,25:30.0,1466,1467,
645,N3,30.0,25:30.0,26:00.0,1467,1468,
646,N3,30.0,26:00.0,26:30.0,1468,1469,
647,N3,30.0,26:30.0,27:00.0,1469,1470,
648,N3,30.0,27:00.0,27:30.0,1470,1471,
649,N3,30.0,27:30.0,28:00.0,1471,1472,
650,N3,30.0,28:00.0,28:30.0,1472,1473,
651,N3,30.0,28:30.0,29:00.0,1473,1474,
652,N3,30.0,29:00.0,29:30.0,1474,1475,
653,N3,30.0,29:30.0,30:00.0,1475,1476,
654,N3,30.0,30:00.0,30:30.0,1476,1477,
655,N3,30.0,30:30.0,31:00.0,1477,1478,
656,N3,30.0,31:00.0,31:30.0,1478,1479,
657,N3,30.0,31:30.0,32:00.0,1479,1480,
658,Wake,30.0,32:00.0,32:30.0,1480,1481,
659,Wake,30.0,32:30.0,33:00.0,1481,1482,
660,Wake,30.0,33:00.0,33:30.0,1482,1483,
661,Wake,30.0,33:30.0,34:00.0,1483,1484,
662,N2,30.0,34:00.0,34:30.0,1484,1485,
663,N2,30.0,34:30.0,35:00.0,1485,1486,
664,N2,30.0,35:00.0,35:30.0,1486,1487,
665,N2,30.0,35:30.0,36:00.0,1487,1488,
666,N2,30.0,36:00.0,36:30.0,1488,1489,
667,N2,30.0,36:30.0,37:00.0,1489,1490,
668,N2,30.0,37:00.0,37:30.0,1490,1491,
669,N2,30.0,37:30.0,38:00.0,1491,1492,
670,N2,30.0,38:00.0,38:30.0,1492,1493,
671,N2,30.0,38:30.0,39:00.0,1493,1494,
672,N2,30.0,39:00.0,39:30.0,1494,1495,
673,N3,30.0,39:30.0,40:00.0,1495,1496,
674,N2,30.0,40:00.0,40:30.0,1496,1497,
675,N3,30.0,40:30.0,41:00.0,1497,1498,
676,N2,30.0,41:00.0,41:30.0,1498,1499,
677,N2,30.0,41:30.0,42:00.0,1499,1500,
678,N3,30.0,42:00.0,42:30.0,1500,1501,
679,N3,30.0,42:30.0,43:00.0,1501,1502,
680,N3,30.0,43:00.0,43:30.0,1502,1503,
681,N3,30.0,43:30.0,44:00.0,1503,1504,
682,N3,30.0,44:00.0,44:30.0,1504,1505,
683,N3,30.0,44:30.0,45:00.0,1505,1506,
684,N3,30.0,45:00.0,45:30.0,1506,1507,
685,N3,30.0,45:30.0,46:00.0,1507,1508,
686,N2,30.0,46:00.0,46:30.0,1508,1509,
687,N2,30.0,46:30.0,47:00.0,1509,1510,
688,N2,30.0,47:00.0,47:30.0,1510,1511,
689,N1,30.0,47:30.0,48:00.0,1511,1512,
690,N2,30.0,48:00.0,48:30.0,1512,1513,
691,N2,30.0,48:30.0,49:00.0,1513,1514,
692,N2,30.0,49:00.0,49:30.0,1514,1515,
693,N2,30.0,49:30.0,50:00.0,1515,1516,
694,N2,30.0,50:00.0,50:30.0,1516,1517,
695,N2,30.0,50:30.0,51:00.0,1517,1518,
696,N2,30.0,51:00.0,51:30.0,1518,1519,
697,N2,30.0,51:30.0,52:00.0,1519,1520,
698,N2,30.0,52:00.0,52:30.0,1520,1521,
699,N2,30.0,52:30.0,53:00.0,1521,1522,
700,N2,30.0,53:00.0,53:30.0,1522,1523,
701,N2,30.0,53:30.0,54:00.0,1523,1524,
702,REM,30.0,54:00.0,54:30.0,1524,1525,
703,N2,30.0,54:30.0,55:00.0,1525,1526,
704,Wake,30.0,55:00.0,55:30.0,1526,1527,
705,N2,30.0,55:30.0,56:00.0,1527,1528,
706,N2,30.0,56:00.0,56:30.0,1528,1529,
707,N2,30.0,56:30.0,57:00.0,1529,1530,
708,N2,30.0,57:00.0,57:30.0,1530,1531,
709,REM,30.0,57:30.0,58:00.0,1531,1532,
710,REM,30.0,58:00.0,58:30.0,1532,1533,
711,REM,30.0,58:30.0,59:00.0,1533,1534,
712,REM,30.0,59:00.0,59:30.0,1534,1535,
713,REM,30.0,59:30.0,00:00.0,1535,1536,
714,REM,30.0,00:00.0,00:30.0,1536,1537,
715,REM,30.0,00:30.0,01:00.0,1537,1538,
716,REM,30.0,01:00.0,01:30.0,1538,1539,
717,REM,30.0,01:30.0,02:00.0,1539,1540,
718,REM,30.0,02:00.0,02:30.0,1540,1541,
719,REM,30.0,02:30.0,03:00.0,1541,1542,
720,REM,30.0,03:00.0,03:30.0,1542,1543,
721,REM,30.0,03:30.0,04:00.0,1543,1544,
722,REM,30.0,04:00.0,04:30.0,1544,1545,
723,REM,30.0,04:30.0,05:00.0,1545,1546,
724,REM,30.0,05:00.0,05:30.0,1546,1547,
725,REM,30.0,05:30.0,06:00.0,1547,1548,
726,REM,30.0,06:00.0,06:30.0,1548,1549,
727,REM,30.0,06:30.0,07:00.0,1549,1550,
728,REM,30.0,07:00.0,07:30.0,1550,1551,
729,REM,30.0,07:30.0,08:00.0,1551,1552,
730,REM,30.0,08:00.0,08:30.0,1552,1553,
731,REM,30.0,08:30.0,09:00.0,1553,1554,
732,REM,30.0,09:00.0,09:30.0,1554,1555,
733,REM,30.0,09:30.0,10:00.0,1555,1556,
734,REM,30.0,10:00.0,10:30.0,1556,1557,
735,REM,30.0,10:30.0,11:00.0,1557,1558,
736,Wake,30.0,11:00.0,11:30.0,1558,1559,
737,REM,30.0,11:30.0,12:00.0,1559,1560,
738,REM,30.0,12:00.0,12:30.0,1560,1561,
739,REM,30.0,12:30.0,13:00.0,1561,1562,
740,REM,30.0,13:00.0,13:30.0,1562,1563,
741,REM,30.0,13:30.0,14:00.0,1563,1564,
742,REM,30.0,14:00.0,14:30.0,1564,1565,
743,REM,30.0,14:30.0,15:00.0,1565,1566,
744,REM,30.0,15:00.0,15:30.0,1566,1567,
745,REM,30.0,15:30.0,16:00.0,1567,1568,
746,REM,30.0,16:00.0,16:30.0,1568,1569,
747,REM,30.0,16:30.0,17:00.0,1569,1570,
748,Wake,30.0,17:00.0,17:30.0,1570,1571,
749,REM,30.0,17:30.0,18:00.0,1571,1572,
750,REM,30.0,18:00.0,18:30.0,1572,1573,
751,REM,30.0,18:30.0,19:00.0,1573,1574,
752,REM,30.0,19:00.0,19:30.0,1574,1575,
753,REM,30.0,19:30.0,20:00.0,1575,1576,
754,REM,30.0,20:00.0,20:30.0,1576,1577,
755,REM,30.0,20:30.0,21:00.0,1577,1578,
756,REM,30.0,21:00.0,21:30.0,1578,1579,
757,REM,30.0,21:30.0,22:00.0,1579,1580,
758,REM,30.0,22:00.0,22:30.0,1580,1581,
759,REM,30.0,22:30.0,23:00.0,1581,1582,
760,REM,30.0,23:00.0,23:30.0,1582,1583,
761,REM,30.0,23:30.0,24:00.0,1583,1584,
762,REM,30.0,24:00.0,24:30.0,1584,1585,
763,REM,30.0,24:30.0,25:00.0,1585,1586,
764,REM,30.0,25:00.0,25:30.0,1586,1587,
765,REM,30.0,25:30.0,26:00.0,1587,1588,
766,REM,30.0,26:00.0,26:30.0,1588,1589,
767,REM,30.0,26:30.0,27:00.0,1589,1590,
768,REM,30.0,27:00.0,27:30.0,1590,1591,
769,REM,30.0,27:30.0,28:00.0,1591,1592,
770,REM,30.0,28:00.0,28:30.0,1592,1593,
771,REM,30.0,28:30.0,29:00.0,1593,1594,
772,REM,30.0,29:00.0,29:30.0,1594,1595,
773,REM,30.0,29:30.0,30:00.0,1595,1596,
774,REM,30.0,30:00.0,30:30.0,1596,1597,
775,REM,30.0,30:30.0,31:00.0,1597,1598,
776,Wake,30.0,31:00.0,31:30.0,1598,1599,
777,N2,30.0,31:30.0,32:00.0,1599,1600,
778,N2,30.0,32:00.0,32:30.0,1600,1601,
779,REM,30.0,32:30.0,33:00.0,1601,1602,
780,REM,30.0,33:00.0,33:30.0,1602,1603,
781,REM,30.0,33:30.0,34:00.0,1603,1604,
782,REM,30.0,34:00.0,34:30.0,1604,1605,
783,REM,30.0,34:30.0,35:00.0,1605,1606,
784,N2,30.0,35:00.0,35:30.0,1606,1607,
785,N2,30.0,35:30.0,36:00.0,1607,1608,
786,N2,30.0,36:00.0,36:30.0,1608,1609,
787,N2,30.0,36:30.0,37:00.0,1609,1610,
788,N2,30.0,37:00.0,37:30.0,1610,1611,
789,N2,30.0,37:30.0,38:00.0,1611,1612,
790,N2,30.0,38:00.0,38:30.0,1612,1613,
791,N2,30.0,38:30.0,39:00.0,1613,1614,
792,N2,30.0,39:00.0,39:30.0,1614,1615,
793,N2,30.0,39:30.0,40:00.0,1615,1616,
794,N2,30.0,40:00.0,40:30.0,1616,1617,
795,N2,30.0,40:30.0,41:00.0,1617,1618,
796,N2,30.0,41:00.0,41:30.0,1618,1619,
797,N2,30.0,41:30.0,42:00.0,1619,1620,
798,N2,30.0,42:00.0,42:30.0,1620,1621,
799,REM,30.0,42:30.0,43:00.0,1621,1622,
800,Wake,30.0,43:00.0,43:30.0,1622,1623,
801,N2,30.0,43:30.0,44:00.0,1623,1624,
802,N2,30.0,44:00.0,44:30.0,1624,1625,
803,N2,30.0,44:30.0,45:00.0,1625,1626,
804,N2,30.0,45:00.0,45:30.0,1626,1627,
805,N2,30.0,45:30.0,46:00.0,1627,1628,
806,N2,30.0,46:00.0,46:30.0,1628,1629,
807,N2,30.0,46:30.0,47:00.0,1629,1630,
808,REM,30.0,47:00.0,47:30.0,1630,1631,
809,REM,30.0,47:30.0,48:00.0,1631,1632,
810,REM,30.0,48:00.0,48:30.0,1632,1633,
811,REM,30.0,48:30.0,49:00.0,1633,1634,
812,Wake,30.0,49:00.0,49:30.0,1634,1635,
813,REM,30.0,49:30.0,50:00.0,1635,1636,
814,REM,30.0,50:00.0,50:30.0,1636,1637,
815,REM,30.0,50:30.0,51:00.0,1637,1638,
816,REM,30.0,51:00.0,51:30.0,1638,1639,
817,REM,30.0,51:30.0,52:00.0,1639,1640,
818,REM,30.0,52:00.0,52:30.0,1640,1641,
819,REM,30.0,52:30.0,53:00.0,1641,1642,
820,N2,30.0,53:00.0,53:30.0,1642,1643,
821,N2,30.0,53:30.0,54:00.0,1643,1644,
822,N2,30.0,54:00.0,54:30.0,1644,1645,
823,N2,30.0,54:30.0,55:00.0,1645,1646,
824,N2,30.0,55:00.0,55:30.0,1646,1647,
825,N2,30.0,55:30.0,56:00.0,1647,1648,
826,N2,30.0,56:00.0,56:30.0,1648,1649,
827,N2,30.0,56:30.0,57:00.0,1649,1650,
828,N2,30.0,57:00.0,57:30.0,1650,1651,
829,N2,30.0,57:30.0,58:00.0,1651,1652,
830,N2,30.0,58:00.0,58:30.0,1652,1653,
831,N2,30.0,58:30.0,59:00.0,1653,1654,
832,N2,30.0,59:00.0,59:30.0,1654,1655,
833,N2,30.0,59:30.0,00:00.0,1655,1656,
834,N2,30.0,00:00.0,00:30.0,1656,1657,
835,N2,30.0,00:30.0,01:00.0,1657,1658,
836,N2,30.0,01:00.0,01:30.0,1658,1659,
837,N2,30.0,01:30.0,02:00.0,1659,1660,
838,N2,30.0,02:00.0,02:30.0,1660,1661,
839,N3,30.0,02:30.0,03:00.0,1661,1662,
840,N2,30.0,03:00.0,03:30.0,1662,1663,
841,N2,30.0,03:30.0,04:00.0,1663,1664,
842,N2,30.0,04:00.0,04:30.0,1664,1665,
843,N2,30.0,04:30.0,05:00.0,1665,1666,
844,N2,30.0,05:00.0,05:30.0,1666,1667,
845,N3,30.0,05:30.0,06:00.0,1667,1668,
846,N2,30.0,06:00.0,06:30.0,1668,1669,
847,N2,30.0,06:30.0,07:00.0,1669,1670,
848,N2,30.0,07:00.0,07:30.0,1670,1671,
849,N2,30.0,07:30.0,08:00.0,1671,1672,
850,N2,30.0,08:00.0,08:30.0,1672,1673,
851,N3,30.0,08:30.0,09:00.0,1673,1674,
852,N2,30.0,09:00.0,09:30.0,1674,1675,
853,N2,30.0,09:30.0,10:00.0,1675,1676,
854,N3,30.0,10:00.0,10:30.0,1676,1677,
855,N3,30.0,10:30.0,11:00.0,1677,1678,
856,N3,30.0,11:00.0,11:30.0,1678,1679,
857,N3,30.0,11:30.0,12:00.0,1679,1680,
858,N3,30.0,12:00.0,12:30.0,1680,1681,
859,N3,30.0,12:30.0,13:00.0,1681,1682,
860,N3,30.0,13:00.0,13:30.0,1682,1683,
861,N3,30.0,13:30.0,14:00.0,1683,1684,
862,N3,30.0,14:00.0,14:30.0,1684,1685,
863,N3,30.0,14:30.0,15:00.0,1685,1686,
864,N3,30.0,15:00.0,15:30.0,1686,1687,
865,N3,30.0,15:30.0,16:00.0,1687,1688,
866,N3,30.0,16:00.0,16:30.0,1688,1689,
867,N3,30.0,16:30.0,17:00.0,1689,1690,
868,N3,30.0,17:00.0,17:30.0,1690,1691,
869,N3,30.0,17:30.0,18:00.0,1691,1692,
870,N3,30.0,18:00.0,18:30.0,1692,1693,
871,N3,30.0,18:30.0,19:00.0,1693,1694,
872,N3,30.0,19:00.0,19:30.0,1694,1695,
873,N3,30.0,19:30.0,20:00.0,1695,1696,
874,N3,30.0,20:00.0,20:30.0,1696,1697,
875,N3,30.0,20:30.0,21:00.0,1697,1698,
876,N3,30.0,21:00.0,21:30.0,1698,1699,
877,N3,30.0,21:30.0,22:00.0,1699,1700,
878,N3,30.0,22:00.0,22:30.0,1700,1701,
879,N3,30.0,22:30.0,23:00.0,1701,1702,
880,N3,30.0,23:00.0,23:30.0,1702,1703,
881,N3,30.0,23:30.0,24:00.0,1703,1704,
882,N3,30.0,24:00.0,24:30.0,1704,1705,
883,N3,30.0,24:30.0,25:00.0,1705,1706,
884,N3,30.0,25:00.0,25:30.0,1706,1707,
885,N3,30.0,25:30.0,26:00.0,1707,1708,
886,N3,30.0,26:00.0,26:30.0,1708,1709,
887,N3,30.0,26:30.0,27:00.0,1709,1710,
888,N3,30.0,27:00.0,27:30.0,1710,1711,
889,N3,30.0,27:30.0,28:00.0,1711,1712,
890,N3,30.0,28:00.0,28:30.0,1712,1713,
891,N3,30.0,28:30.0,29:00.0,1713,1714,
892,N3,30.0,29:00.0,29:30.0,1714,1715,
893,N3,30.0,29:30.0,30:00.0,1715,1716,
894,N3,30.0,30:00.0,30:30.0,1716,1717,
895,N3,30.0,30:30.0,31:00.0,1717,1718,
896,N3,30.0,31:00.0,31:30.0,1718,1719,
897,N3,30.0,31:30.0,32:00.0,1719,1720,
898,N3,30.0,32:00.0,32:30.0,1720,1721,
899,N3,30.0,32:30.0,33:00.0,1721,1722,
900,N3,30.0,33:00.0,33:30.0,1722,1723,
901,N3,30.0,33:30.0,34:00.0,1723,1724,
902,Wake,30.0,34:00.0,34:30.0,1724,1725,
903,Wake,30.0,34:30.0,35:00.0,1725,1726,
904,N1,30.0,35:00.0,35:30.0,1726,1727,
905,N2,30.0,35:30.0,36:00.0,1727,1728,
906,N2,30.0,36:00.0,36:30.0,1728,1729,
907,N2,30.0,36:30.0,37:00.0,1729,1730,
908,N2,30.0,37:00.0,37:30.0,1730,1731,
909,Wake,30.0,37:30.0,38:00.0,1731,1732,
910,N2,30.0,38:00.0,38:30.0,1732,1733,
911,N2,30.0,38:30.0,39:00.0,1733,1734,
912,N2,30.0,39:00.0,39:30.0,1734,1735,
913,N2,30.0,39:30.0,40:00.0,1735,1736,
914,N2,30.0,40:00.0,40:30.0,1736,1737,
915,N2,30.0,40:30.0,41:00.0,1737,1738,
916,N2,30.0,41:00.0,41:30.0,1738,1739,
917,N2,30.0,41:30.0,42:00.0,1739,1740,
918,N2,30.0,42:00.0,42:30.0,1740,1741,
919,N2,30.0,42:30.0,43:00.0,1741,1742,
920,N2,30.0,43:00.0,43:30.0,1742,1743,
921,N2,30.0,43:30.0,44:00.0,1743,1744,
922,N2,30.0,44:00.0,44:30.0,1744,1745,
923,N2,30.0,44:30.0,45:00.0,1745,1746,
924,N2,30.0,45:00.0,45:30.0,1746,1747,
925,N2,30.0,45:30.0,46:00.0,1747,1748,
926,N2,30.0,46:00.0,46:30.0,1748,1749,
927,N2,30.0,46:30.0,47:00.0,1749,1750,
928,N2,30.0,47:00.0,47:30.0,1750,1751,
929,N2,30.0,47:30.0,48:00.0,1751,1752,
930,REM,30.0,48:00.0,48:30.0,1752,1753,
931,REM,30.0,48:30.0,49:00.0,1753,1754,
932,REM,30.0,49:00.0,49:30.0,1754,1755,
933,REM,30.0,49:30.0,50:00.0,1755,1756,
934,REM,30.0,50:00.0,50:30.0,1756,1757,
935,REM,30.0,50:30.0,51:00.0,1757,1758,
936,REM,30.0,51:00.0,51:30.0,1758,1759,
937,REM,30.0,51:30.0,52:00.0,1759,1760,
938,REM,30.0,52:00.0,52:30.0,1760,1761,
939,REM,30.0,52:30.0,53:00.0,1761,1762,
940,REM,30.0,53:00.0,53:30.0,1762,1763,
941,REM,30.0,53:30.0,54:00.0,1763,1764,
942,REM,30.0,54:00.0,54:30.0,1764,1765,
943,REM,30.0,54:30.0,55:00.0,1765,1766,
944,REM,30.0,55:00.0,55:30.0,1766,1767,
945,REM,30.0,55:30.0,56:00.0,1767,1768,
946,REM,30.0,56:00.0,56:30.0,1768,1769,
947,REM,30.0,56:30.0,57:00.0,1769,1770,
948,REM,30.0,57:00.0,57:30.0,1770,1771,
949,REM,30.0,57:30.0,58:00.0,1771,1772,
950,REM,30.0,58:00.0,58:30.0,1772,1773,
951,REM,30.0,58:30.0,59:00.0,1773,1774,
952,REM,30.0,59:00.0,59:30.0,1774,1775,
953,REM,30.0,59:30.0,00:00.0,1775,1776,
954,REM,30.0,00:00.0,00:30.0,1776,1777,
955,REM,30.0,00:30.0,01:00.0,1777,1778,
956,REM,30.0,01:00.0,01:30.0,1778,1779,
957,REM,30.0,01:30.0,02:00.0,1779,1780,
958,REM,30.0,02:00.0,02:30.0,1780,1781,
959,REM,30.0,02:30.0,03:00.0,1781,1782,
960,REM,30.0,03:00.0,03:30.0,1782,1783,
961,REM,30.0,03:30.0,04:00.0,1783,1784,
962,REM,30.0,04:00.0,04:30.0,1784,1785,
963,REM,30.0,04:30.0,05:00.0,1785,1786,
964,REM,30.0,05:00.0,05:30.0,1786,1787,
965,REM,30.0,05:30.0,06:00.0,1787,1788,
966,REM,30.0,06:00.0,06:30.0,1788,1789,
967,REM,30.0,06:30.0,07:00.0,1789,1790,
968,REM,30.0,07:00.0,07:30.0,1790,1791,
969,Wake,30.0,07:30.0,08:00.0,1791,1792,
970,REM,30.0,08:00.0,08:30.0,1792,1793,
971,REM,30.0,08:30.0,09:00.0,1793,1794,
972,REM,30.0,09:00.0,09:30.0,1794,1795,
973,REM,30.0,09:30.0,10:00.0,1795,1796,
974,REM,30.0,10:00.0,10:30.0,1796,1797,
975,REM,30.0,10:30.0,11:00.0,1797,1798,
976,REM,30.0,11:00.0,11:30.0,1798,1799,
977,REM,30.0,11:30.0,12:00.0,1799,1800,
978,REM,30.0,12:00.0,12:30.0,1800,1801,
979,REM,30.0,12:30.0,13:00.0,1801,1802,
980,REM,30.0,13:00.0,13:30.0,1802,1803,
981,REM,30.0,13:30.0,14:00.0,1803,1804,
982,REM,30.0,14:00.0,14:30.0,1804,1805,
983,REM,30.0,14:30.0,15:00.0,1805,1806,
984,REM,30.0,15:00.0,15:30.0,1806,1807,
985,N2,30.0,15:30.0,16:00.0,1807,1808,
986,REM,30.0,16:00.0,16:30.0,1808,1809,
987,REM,30.0,16:30.0,17:00.0,1809,1810,
988,REM,30.0,17:00.0,17:30.0,1810,1811,
989,REM,30.0,17:30.0,18:00.0,1811,1812,
990,REM,30.0,18:00.0,18:30.0,1812,1813,
991,REM,30.0,18:30.0,19:00.0,1813,1814,
992,REM,30.0,19:00.0,19:30.0,1814,1815,
993,REM,30.0,19:30.0,20:00.0,1815,1816,
994,N2,30.0,20:00.0,20:30.0,1816,1817,
995,REM,30.0,20:30.0,21:00.0,1817,1818,
996,REM,30.0,21:00.0,21:30.0,1818,1819,
997,REM,30.0,21:30.0,22:00.0,1819,1820,
