,Abdomen Fast,Abdomen RIP,C3,C4,E1,E2,EDA,EKG,F,1-F,2-F,F3,F4,Flow Limitation,Heart Rate,Inductance Abdom,Inductance Thora,K,M2,M1M2,C3-M2,F3-M2,E1-M2,Nasal Pressure,O1,O1-M2,O2,O2-M1,Pleth,PTT,Pulse,PWA,Resp Rate,Right Leg,RIP Phase,SpO2 B-B,SpO2,Class
20,2.0551286945906815e-06,6.165563235929956e-07,1.028292393377533e-06,4.426982528414845e-08,6.369490501257031e-07,3.145649790188398e-06,-0.02756218886361995,-0.004114655312504763,2.7887589837490417e-06,7.924777518374268e-06,7.155666163119414e-06,-6.048482810711885e-06,-7.976118410011835e-07,0.1883457944634165,62.41903863706416,1.954171053635462e-06,1.865380473538313e-06,0.5649210466468302,-1.118056275272488e-06,4.993748887362986e-07,3.919430006867021e-06,-3.3974366521706948e-06,7.790451094834387e-06,0.005343437908481877,-1.534587884336665e-06,1.183223529411422e-06,7.663406958113934e-06,4.370336415656577e-06,2779.4216053372647,0.2583475166124971,62.47723438705357,6994.47929035375,14.208627113593247,-0.0034624408645253365,0.8000831087205309,95.33277383586379,95.22204928664074,NREM
21,4.1834531166552725e-07,-1.1061649296813358e-06,-2.953295750362453e-06,-1.4403125658045826e-06,1.3385644312197752e-06,2.8627905394063726e-06,-0.027478661412761635,-0.004202234303463792,2.7661371023116427e-06,-8.059891050583794e-06,-6.983353658350028e-06,5.1029239337757934e-06,1.162533272297054e-06,0.20084924536486867,61.22404576969049,1.9537941354492513e-06,1.864983087917398e-06,0.5643812422046235,-1.9327947508962004e-06,5.007583733882657e-07,7.464828997232562e-07,8.590834271763078e-06,9.305431395437118e-06,-0.006373532676101422,-1.1629654917219856e-05,-8.118788235294462e-06,-5.886185427634138e-06,-1.0021359736526732e-05,2743.2787701567418,0.2573810232857964,61.88830056882243,6847.450615396349,13.303750830447242,-0.003484898670277988,0.18750088186973882,95.29945830472268,95.5442862592508,NREM
22,2.5846434017446203e-06,1.0958077770148302e-06,3.4620039978636844e-06,4.643050827801886e-06,4.1578047150375825e-06,3.097288532844993e-06,-0.027561949062221213,-0.004426043808102535,2.782882581826405e-06,-8.396336532641727e-06,-4.175754009307532e-06,7.693172854199994e-06,5.01881336690299e-06,0.24171605377604835,61.573943479056986,1.9538473182269017e-06,1.865000747692073e-06,0.562603229674159,-1.960111329823491e-06,5.046394547442842e-07,7.201534587116759e-06,1.1212862195773151e-05,1.215096718801615e-05,-0.0008304785539860143,6.872679591058161e-06,1.0448945098038874e-05,2.2932430914777842e-06,-1.8628594338894658e-06,2777.355544440204,0.2521012582148233,61.277142832922195,3937.088959080386,14.38275028569121,-0.003459036220060547,1.7083820584420537,95.45493078338122,95.47761654077975,NREM
23,2.118879776709651e-06,6.513334655781947e-07,1.6941295185778083e-06,-9.993895735103429e-06,1.8389945525289984e-06,2.8639225757228444e-06,-0.027643357742600648,-0.004394824749416337,2.785546349278911e-06,-7.908586251622625e-07,-3.3276406652928842e-06,1.0477700770580105e-06,-4.9577154192418196e-06,0.22905803264006508,60.85070851661962,1.9538222120495408e-06,1.8647922891076018e-06,0.5624650883497369,1.2340964370210576e-07,4.887318226901655e-07,3.3466758424256285e-06,2.4705170672158914e-06,7.7503621372799e-06,0.0016469535193615586,2.431567940794943e-06,3.915858823529071e-06,3.715829846646778e-06,1.6785714300254906e-06,2769.325670028736,0.2562883934799488,61.32159066826039,4758.7204642811685,13.763555341311157,-0.0034891709637598425,2.3412890879173975,95.7214550325102,95.83318837262533,NREM
24,2.3977186007476964e-06,9.281482973474777e-07,-3.1218193331807946e-06,-1.4919885175860279e-05,-8.64916090638774e-07,2.7998459906919455e-06,-0.027644009200305183,-0.0041838434966201205,2.7785445181962834e-06,-9.198385819282453e-06,-7.437874464026383e-06,-3.2677854276341406e-06,-1.3443550774395553e-05,0.24291310813621222,62.803057201190214,1.9538329544009563e-06,1.8650342768495209e-06,0.5619364243369194,4.0005722133237983e-07,5.092448310063324e-07,-1.7582553164970845e-06,-2.1296941939422684e-06,4.7714522163724966e-06,-0.00016355990989252688,2.0546846723119965e-07,1.4031058823525983e-06,4.474144350347092e-06,2.6718852801310324e-06,2757.7600971762313,0.25702065149900905,61.94386036299518,6319.709362834105,13.752947378905318,-0.003549891834210746,0.5639674962488237,95.2550375965345,95.48872816052493,NREM
25,2.036746824851865e-06,5.527982299534647e-07,2.298453788052134e-06,7.210777141984688e-07,6.561173907072373e-06,2.867035675593143e-06,-0.027569560560799577,-0.00417489549147783,2.797681849393354e-06,-1.0866156852572552e-05,-5.4855252765693e-06,1.9291667353322603e-05,2.8712760814829853e-06,0.20749034193270774,63.44321529986523,1.9538112662445e-06,1.8648329798326592e-06,0.5596420022659646,-2.052654306858663e-06,4.986636148622873e-07,6.1311204063990755e-06,2.2923836240176904e-05,1.4645818875409654e-05,-0.0006133290957804706,-1.1164954009308055e-05,-7.530980392157207e-06,7.204284580757859e-07,-3.5154649042488166e-06,2783.172352198569,0.2552292551084255,63.310631299644804,5912.500399481189,14.099920523470715,-0.0036654604563465015,1.049382376948704,95.47714113747531,95.65540245670255,NREM
26,2.8507750133516485e-06,1.426732850130978e-06,2.530221576256911e-06,-2.0145379873350623e-06,-1.4547306935227295e-06,2.8488731517509215e-06,-0.02748641990777447,-0.004450169046646824,2.778826504920935e-06,-2.5339451794208014e-06,1.1448738994435174e-06,5.073557579919076e-06,-1.3892959182118343e-06,0.21898810446611228,62.243559955443665,1.95378986292312e-06,1.8651171638564634e-06,0.5581228865627222,-1.5816449683372624e-06,4.854285496299687e-07,5.8897094936552504e-06,8.212677790493529e-06,6.162303685053354e-06,0.006873051579873754,1.5164997024490219e-06,4.702603921568285e-06,3.9686901350422925e-06,2.3173774319148413e-07,2728.549213417765,0.2567865573862855,62.64391376957182,7593.411627578136,15.101916425605047,-0.003625432115612542,0.8203163581801072,95.25503759653449,95.46650492103458,NREM
27,3.4806175682205487e-06,2.002425431703166e-06,7.31715367360947e-06,-1.9097247425040573e-06,2.2678562600118915e-07,3.022740611886727e-06,-0.027414931415182732,-0.004572430672205685,2.7750801098648584e-06,2.012865023778506e-06,-3.539058701456765e-06,3.825221179522342e-06,2.9453951628898672e-06,0.20147033157040767,62.253181612624296,1.9538006866559855e-06,1.8649959054957913e-06,0.559286318738567,-5.155859006635005e-07,5.029914803794409e-07,9.618895213753926e-06,5.892853330281429e-06,6.77796760763925e-06,-0.0009337038655828671,-5.813202380407467e-06,-3.7101333333336763e-06,-3.2671528191043463e-06,-5.986460863151181e-06,2808.872738502749,0.25602248815241385,62.088315827844326,6327.351059840794,13.568737487203277,-0.0036136935867094114,1.5265574728007933,95.07723608250045,95.03315175097279,NREM
28,1.6670877749802945e-06,1.869651331349702e-07,1.479775112535235e-06,-4.191993194476285e-06,-5.564881666287032e-07,2.965506187533328e-06,-0.027333607585056333,-0.004522419761043711,2.7710819409474857e-06,1.0735183744041768e-07,2.9575661402308832e-06,-5.533139925230844e-06,-2.3879940489816526e-06,0.20811091383922073,62.57654558897282,1.9536926120902322e-06,1.8649046361994862e-06,0.5572041724857864,-3.5996743724700543e-07,4.994522011139085e-07,3.6126020269072035e-06,-3.6401485008011986e-06,5.839524511075072e-06,-1.0603461757939433e-05,6.955902494849575e-07,2.660717647058481e-06,-1.1541570916304775e-06,-3.7028770733187774e-06,2731.4725278807746,0.2553140779548435,62.61057789306817,7150.436748200703,14.122641582649068,-0.0036327476045116026,2.8807203359527986,95.23282724244042,95.05537499046314,NREM
29,2.834106291803367e-06,1.3474746217034204e-06,-1.3452048676280381e-06,-8.60197384603652e-06,-2.0700627145801794e-06,2.596229282062968e-06,-0.0273241242434933,-0.004599144478011743,2.7934369420919117e-06,-6.6087961954173425e-06,-3.327521995879593e-06,7.795322484168713e-06,-4.92898750286126e-06,0.199101142975611,63.186906220696315,1.953675928892958e-06,1.8648421352457975e-06,0.5552969309744105,-2.713723582818074e-06,5.031094834821088e-07,3.1429410315103415e-06,1.2069900709544417e-05,6.677790725057423e-06,-0.0017149893666993231,-6.83889387350276e-06,-2.5358078431375976e-06,-3.897730342565092e-06,-8.811333053583775e-06,2803.1642949874094,0.2553506615578512,63.07728016411925,6612.9809186948405,13.83651346433875,-0.0036377505047175997,1.0504810149284096,95.13288064901705,95.110933089189,NREM
30,1.2683145545637244e-06,-2.02295791053122e-07,8.553405508506394e-07,-2.7399235523003495e-06,-3.565861295492798e-07,2.916662149996134e-06,-0.02729747678951197,-0.004478950581231397,2.7755408560310284e-06,-1.0714830955469224e-05,-1.7900007278552975e-05,5.901525612268202e-06,3.453062638284695e-06,0.21807999264962746,61.175047374532696,1.9535933267210905e-06,1.864658213168536e-06,0.554644304365484,-2.968162996871633e-06,4.963328501309732e-07,5.6013840924701335e-06,1.0428023285267314e-05,8.645205404236488e-06,0.0020728409379012734,-8.635269031815112e-06,-4.083603921568971e-06,-6.377971969176827e-06,-1.1543419808752768e-05,2730.1860175071824,0.25141805836969217,62.87726490509736,4947.676357773195,14.873918476427763,-0.0036545724461738197,1.403235359578851,95.03281537431228,95.05537499046314,NREM
31,3.7017375549960626e-06,2.2238772971185928e-06,-4.619520027466291e-06,5.429366582741993e-06,1.588632455939391e-06,2.8743772640573226e-06,-0.027461084152529187,-0.004347845118226895,2.770419775692279e-06,5.116728058796747e-07,6.095338002594505e-06,3.867441062027415e-07,-3.243528313115322e-06,0.2086848715521986,62.81149204603138,1.953792751964599e-06,1.8645756516873935e-06,0.5523685509534753,-1.8437604486149765e-06,5.154119172961012e-07,-1.0142297220310234e-06,3.7803781948576096e-06,9.466944513109611e-06,-0.0011633967855264112,8.42686556801704e-06,1.189001176470554e-05,5.949520622568041e-06,1.8942968998762061e-06,2798.52269324449,0.2513347463088867,62.24394225307936,4059.5117410035314,13.153486418443883,-0.003600278859260974,0.8794597027542532,95.65475615235285,95.61095597772184,NREM
32,1.7971631672643162e-06,3.1681849393454356e-07,6.160445624475418e-06,2.2138356603336593e-07,2.5575190661476764e-06,2.9166954451819125e-06,-0.027546638563241018,-0.004312282266590366,2.7719052414739225e-06,-5.843099697362867e-06,-2.513449820706021e-06,5.287279377431856e-06,3.15587273975719e-06,0.23202006774842956,61.69266709915822,1.95387771419852e-06,1.8647844357976654e-06,0.5508794468918288,-7.91198352025368e-07,5.079883014165458e-07,8.733429404135654e-06,7.631622461280132e-06,9.382579557996566e-06,0.00022093408491178046,-2.5572994583047735e-06,-1.6593725490230207e-07,6.058046280613362e-06,3.0729948221060584e-06,2759.8710998329966,0.25050562857673,61.89941252765699,4249.333154701046,14.259647872708834,-0.003625879216093201,2.5003169354797685,95.41040834838043,95.56650949874114,NREM
